"search_timestamp","org_list__auth_type","org_list__address","org_list__domain_ip_cnt","org_list__np_time_list__np_time","org_list__corp_regno","org_list__org_type","org_list__relay_org_code","org_list__industry","org_list__np_time_cnt","org_list__ip_list__ip","org_list__cert_oid","org_list__cert_issuer_dn","org_list__serial_num","org_list__ip_cnt","org_list__domain_ip_list__domain_ip","org_list__domain","org_list__op_type","org_list__is_rcv_org","org_list__org_name","org_list__org_regno","org_list__org_code","rsp_code","org_cnt","rsp_msg"
"","","(13606) 경기도 성남시 분당구 불정로 90 (정자동, KT본사)","1","","1101111468754","03","","","","175.196.94.14","","","102-81-42945","5","175.196.94.14:443","https://api.mydata.kt.co.kr","I","","(주)케이티","102-81-42945","ZVAAAN0000","","",""
"","","","","","","","","","","175.196.94.230","","","","","","","","","","","","","",""
"","","","","","","","","","","175.196.94.229","","","","","","","","","","","","","",""
"","","","","","","","","","","175.196.94.228","","","","","","","","","","","","","",""
"","","","","","","","","","","175.196.94.227","","","","","","","","","","","","","",""
"","","(07335) 서울특별시 영등포구 여의대로 108 (여의도동, 파크원) NH금융타워(타워2)","2","","1101110098130","03","","","","183.98.225.165","","","110111-0098130","4","183.98.225.165:8443","https://mydata.nhqv.com:8443/nhis/mdb","I","","NH투자증권","116-81-03693","ZVAACQ0000","","",""
"","","","","","","","","","","210.98.190.167","","","","","210.98.190.165:8443","","","","","","","","",""
"","","","","","","","","","","210.98.190.165","","","","","","","","","","","","","",""
"","","","","","","","","","","210.124.9.125","","","","","","","","","","","","","",""
"","","(13561) 경기도 성남시 분당구 불정로 6 (정자동, 그린팩토리) 1층","2","","1101111707178","06","","","","210.100.128.52","","","110111-1707178","5","223.130.192.133:443","https://mydata.ekyc.naver.com","I","","네이버 주식회사","220-81-62517","ZYAAQH0000","","",""
"","","","","","","","","","","223.130.192.133","","","","","223.130.200.120:443","","","","","","","","",""
"","","","","","","","","","","220.230.168.64","","","","","","","","","","","","","",""
"","","","","","","","","","","211.249.70.65","","","","","","","","","","","","","",""
"","","","","","","","","","","211.249.42.253","","","","","","","","","","","","","",""
"","","(13561) 경기도 성남시 분당구 불정로 6 (정자동, 그린팩토리) 5층","1","","1311110571446","03","","","","110.93.156.22","","","131111-0571446","4","110.93.155.11:443","https://mydata-finance.fin.navercorp.com:443","I","","네이버파이낸셜(주)","524-86-01528","ZVAAHY0000","","",""
"","","","","","","","","","","117.52.133.135","","","","","","","","","","","","","",""
"","","","","","","","","","","117.52.133.134","","","","","","","","","","","","","",""
"","","","","","","","","","","110.93.156.23","","","","","","","","","","","","","",""
"","","(06180) 서울특별시 강남구 테헤란로 518 (대치동, 한국섬유산업연합회) 4층 핀다","4","","1101115848275","03","","","","3.34.136.179","","","110111-5848275","4","3.34.136.179:30697","https://mydata.finda.co.kr:30697","I","","(주)핀다","161-87-00209","ZVAALO0000","","",""
"","","","","","","","","","","43.200.87.136","","","","","43.200.87.136:30697","","","","","","","","",""
"","","","","","","","","","","43.200.28.136","","","","","43.200.28.136:30697","","","","","","","","",""
"","","","","","","","","","","3.36.77.235","","","","","3.36.77.235:30697","","","","","","","","",""
"","","(06220) 서울특별시 강남구 테헤란로34길 6 (역삼동, 태광타워) 13층","1","","1101114063535","03","","","","59.12.227.25","","","110111-4063535","3","59.12.227.40:4443","https://mydata.minwise.co.kr:4443","I","","주식회사 헥토이노베이션","214-88-39117","ZVAAFY0000","","",""
"","","","","","","","","","","59.12.227.66","","","","","","","","","","","","","",""
"","","","","","","","","","","59.12.227.40","","","","","","","","","","","","","",""
"","","(07325) 서울특별시 영등포구 의사당대로 83 (여의도동, 오투타워) 6층","2","","1101115934404","03","","","","3.34.82.34","","","474-87-00293","2","15.164.135.212:7443","https://mydata-gw.habitfactory.co:7443","I","","(주)해빗팩토리","474-87-00293","ZVAAHQ0000","","",""
"","","","","","","","","","","3.35.101.224","","","","","3.35.123.46:7443","","","","","","","","",""
"","","(13606) 경기도 성남시 분당구 불정로 90 (정자동, KT본사) 1층","1","","1101111468754","06","","","","106.254.227.194","","","102-81-42945","6","14.32.72.162:443","https://mdsp.pass.kt.com","I","","(주)케이티","102-81-42945","ZYAAAN0000","","",""
"","","","","","","","","","","128.134.98.96","","","","","","","","","","","","","",""
"","","","","","","","","","","128.134.98.94","","","","","","","","","","","","","",""
"","","","","","","","","","","128.134.98.91","","","","","","","","","","","","","",""
"","","","","","","","","","","128.134.98.90","","","","","","","","","","","","","",""
"","","","","","","","","","","121.135.155.112","","","","","","","","","","","","","",""
"","","(03160) 서울특별시 종로구 종로 47 (공평동, 한국스탠다드차타드은행빌딩) SC제일은행 본점","2","","1101110013419","03","","","","20.200.231.180","","","110111-0013419","2","20.200.231.180:443","https://mydata.standardchartered.co.kr","I","","주식회사 한국스탠다드차타드은행","102-81-21843","ZVAAAK0000","","",""
"","","","","","","","","","","20.200.231.181","","","","","20.200.231.181:443","","","","","","","","",""
"","","(07805) 서울특별시 강서구 마곡중앙2로 61 (마곡동) 4층","3","","1101112017922","03","","","","112.166.143.209","","","220-81-91972","3","112.166.143.209:443","https://stdapi.myfn.net:443","I","","(주)에프앤가이드","220-81-91972","ZVAAXI0000","","",""
"","","","","","","","","","","221.168.35.184","","","","","221.168.35.184:443","","","","","","","","",""
"","","","","","","","","","","112.166.143.211","","","","","112.166.143.211:443","","","","","","","","",""
"","","(07321) 서울특별시 영등포구 의사당대로 82 (여의도동, 하나금융투자빌딩)","2","","1101110208169","03","","","","183.109.29.26","","","110111-0208169","4","183.109.29.25:22001","https://mydataapi.hanaw.com:22001","I","","하나증권","116-81-05992","ZVAAKN0000","","",""
"","","","","","","","","","","210.94.156.142","","","","","210.94.156.142:22001","","","","","","","","",""
"","","","","","","","","","","210.223.51.202","","","","","","","","","","","","","",""
"","","","","","","","","","","183.109.29.27","","","","","","","","","","","","","",""
"","","(07331) 서울특별시 영등포구 국제금융로8길 26 (여의도동)","2","","1101112365321","06","","","","3.35.145.67","","","201-81-68693","2","15.164.201.80:8443","https://sign.kbstar.com:8443","I","","(주)국민은행","201-81-68693","ZYAAEO0000","","",""
"","","","","","","","","","","3.35.202.124","","","","","15.165.139.77:8443","","","","","","","","",""
"","","(03185) 서울특별시 종로구 새문안로 76 (신문로1가, 콘코디언(concordian))","1","","1101110641434","03","","","","124.243.36.163","","","1208154231","1","124.243.36.167:443","https://mdapi.lottecard.co.kr","I","","롯데카드","120-81-54231","ZVAADO0000","","",""
"","03","공공 마이데이터","","","","02","ZWAAAA0000","public","0","","","","","0","","","I","false","국민건강보험공단","000-00-00000","PBAAVN0000","","",""
"","","(07331) 서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸스스퀘어)","1","","1101111867948","03","","","","220.73.137.208","","","107-81-76756","2","112.175.65.30:443","https://myd.kiwoom.com","I","","키움증권","107-81-76756","ZVAABR0000","","",""
"","","","","","","","","","","220.73.137.239","","","","","","","","","","","","","",""
"","","(04539) 서울특별시 중구 을지로5길 26 (수하동, 미래에셋센터원(MiraeAssetCENTER1)) 이스트타워","4","","1101110011679","03","","","","1.234.86.105","","","110111-0011679","10","1.234.86.105:6443","https://mydata.securities.miraeasset.com:6443/mydata","I","","미래에셋증권 주식회사","116-81-05556","ZVAACU0000","","",""
"","","","","","","","","","","211.233.26.61","","","","","211.233.26.58:6443","","","","","","","","",""
"","","","","","","","","","","211.233.26.60","","","","","211.233.26.57:6443","","","","","","","","",""
"","","","","","","","","","","211.233.26.59","","","","","1.234.86.106:6443","","","","","","","","",""
"","","","","","","","","","","211.233.26.58","","","","","","","","","","","","","",""
"","","","","","","","","","","211.233.26.57","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.110","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.109","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.108","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.106","","","","","","","","","","","","","",""
"","03","공공 마이데이터","","","","02","ZWAAAA0000","public","0","","","","","0","","","I","false","공무원연금공단","000-00-00000","PBAAVO0000","","",""
"","","(13487) 경기도 성남시 분당구 대왕판교로645번길 16 (삼평동, NHN) NHN 플레이뮤지엄","2","","1311110478262","03","","","","180.210.96.134","","","563-81-00723","5","180.210.96.200:443","https://mydata2.payco.com","I","","엔에이치엔페이코 주식회사","563-81-00723","ZVAAIE0000","","",""
"","","","","","","","","","","45.125.235.91","","","","","45.125.235.9:443","","","","","","","","",""
"","","","","","","","","","","180.210.96.137","","","","","","","","","","","","","",""
"","","","","","","","","","","180.210.96.136","","","","","","","","","","","","","",""
"","","","","","","","","","","180.210.96.135","","","","","","","","","","","","","",""
"","","(07329) 서울특별시 영등포구 여의나루로 76 (여의도동, 코스콤금융위원회) 별관","1","","1101110219471","04","","","","221.168.35.137","","","110111-0219471","1","221.168.34.145:443","https://api.k-mydata.org","I","","(주)코스콤","116-81-02919","ZWAACP0000","","",""
"","","(04548) 서울특별시 중구 을지로 170 (을지로4가, 을지트윈타워) 비씨카드","1","","1101110356695","03","","","","211.184.185.208","","","110111-0356695","1","211.184.185.214:9443","https://mydapi.bccard.com:9443","I","","비씨카드 주식회사","214-81-37726","ZVAAFQ0000","","",""
"","","(04517) 서울특별시 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관)","1","","1101114809385","03","","","","61.37.254.169","","","104-86-39742","1","61.37.254.169:443","https://opendataapi.nonghyup.com:443","I","","농협은행 주식회사","104-86-39742","ZVAABG0000","","",""
"","","(03142) 서울특별시 종로구 종로1길 50 (중학동, 더케이트윈타워) A동","1","","1101115101839","03","","","","211.248.182.113","","","101-86-79070","1","211.248.182.113:9443","https://openapicol.wooricarcd.com:9443","I","","주식회사 우리카드","101-86-79070","ZVAAAH0000","","",""
"","","(06133) 서울특별시 강남구 테헤란로 127 (역삼동, 그레이스타워) 10층","1","","1101116044236","03","","","","121.135.255.97","","","734-88-00358","2","3.35.2.55:443","https://mydata.kcd.co.kr:443","I","","주식회사 한국신용데이터","734-88-00358","ZVAAIY0000","","",""
"","","","","","","","","","","13.209.51.196","","","","","","","","","","","","","",""
"","","(06236) 서울특별시 강남구 테헤란로 142 (역삼동, 캐피탈타워) 12층","2","","1101115119080","03","","","","117.52.3.11","","","110111-5119080","12","117.52.3.196:443","https://finance-mydata.toss.im","I","","비바리퍼블리카","120-88-01280","ZVAADV0000","","",""
"","","","","","","","","","","59.14.66.4","","","","","211.115.96.196:443","","","","","","","","",""
"","","","","","","","","","","59.14.66.11","","","","","","","","","","","","","",""
"","","","","","","","","","","222.106.92.113","","","","","","","","","","","","","",""
"","","","","","","","","","","211.115.96.4","","","","","","","","","","","","","",""
"","","","","","","","","","","211.115.96.18","","","","","","","","","","","","","",""
"","","","","","","","","","","211.115.96.17","","","","","","","","","","","","","",""
"","","","","","","","","","","211.115.96.11","","","","","","","","","","","","","",""
"","","","","","","","","","","15.165.30.215","","","","","","","","","","","","","",""
"","","","","","","","","","","117.52.3.4","","","","","","","","","","","","","",""
"","","","","","","","","","","117.52.3.18","","","","","","","","","","","","","",""
"","","","","","","","","","","117.52.3.17","","","","","","","","","","","","","",""
"","","(07328) 서울특별시 영등포구 여의나루로 50 (여의도동, 한국교직원공제회관)","1","","1101110042476","03","","","","20.194.30.170","","","116-81-29539","4","52.231.99.107:443","https://api.kbsec.com","I","","KB증권","116-81-29539","ZVAADA0000","","",""
"","","","","","","","","","","20.200.225.85","","","","","","","","","","","","","",""
"","","","","","","","","","","20.200.225.201","","","","","","","","","","","","","",""
"","","","","","","","","","","20.196.233.135","","","","","","","","","","","","","",""
"","","(04637) 서울특별시 중구 한강대로 416 (남대문로5가, 서울스퀘어) 서울스퀘어","2","","1101116861490","03","","","","15.164.172.78","","","815-81-01244","4","3.39.65.130:443","https://org-mydata.11st.co.kr","I","","십일번가 주식회사","815-81-01244","ZVAAJA0000","","",""
"","","","","","","","","","","54.180.6.140","","","","","43.200.145.254:443","","","","","","","","",""
"","","","","","","","","","","52.79.112.105","","","","","","","","","","","","","",""
"","","","","","","","","","","3.35.2.66","","","","","","","","","","","","","",""
"","","(04516) 서울특별시 중구 새문안로 16 (충정로1가, 농협중앙회중앙본부사무실) 농업협동조합중앙회","2","","1101360027690","03","","","","1.241.248.120","","","110136-0027690","2","1.241.248.120:5400","https://ipfm.nonghyup.com:5400","I","","농업협동조합중앙회","104-82-07072","ZVAAAZ0000","","",""
"","","","","","","","","","","61.42.212.51","","","","","61.42.212.51:5400","","","","","","","","",""
"","","(07320) 서울특별시 영등포구 여의대로 24 (여의도동, 전경련회관) 43층 핀테크","1","","1101114730671","03","","","","211.32.155.139","","","113-86-53976","3","211.32.155.173:443","https://myapi.moneey.co.kr:443","I","","주식회사 핀테크","113-86-53976","ZVAAKI0000","","",""
"","","","","","","","","","","211.32.155.173","","","","","","","","","","","","","",""
"","","","","","","","","","","211.32.155.141","","","","","","","","","","","","","",""
"","","(04542) 서울특별시 중구 삼일대로 358 (을지로2가, 신한LTower) 신한L타워 (주)신한라이프 생명보험","3","","1101110667498","03","","","","210.120.57.90","","","104-81-28992","3","210.120.57.90:8443","https://mdbapi.shinhanlife.co.kr:8443","I","","신한라이프생명보험 주식회사","104-81-28992","ZVAAAS0000","","",""
"","","","","","","","","","","210.120.57.92","","","","","210.120.57.92:8443","","","","","","","","",""
"","","","","","","","","","","210.120.57.91","","","","","210.120.57.91:8443","","","","","","","","",""
"","","(04517) 서울특별시 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관)","2","","1101114809385","06","","","","121.157.108.181","","","104-86-39742","2","121.157.108.202:443","https://cert.nonghyup.com","I","","NH농협","104-86-39742","ZYAABG0000","","",""
"","","","","","","","","","","61.37.254.169","","","","","61.37.254.184:443","","","","","","","","",""
"","","(04539) 서울특별시 중구 을지로 65 (을지로2가, SK텔레콤빌딩) SKT타워","1","","1101110371346","06","","","","223.62.245.234","","","104-81-37225","2","223.62.242.50:443","https://mydata.tauth.net","I","","에스케이텔레콤 주식회사","104-81-37225","ZYAAAU0000","","",""
"","","","","","","","","","","223.62.245.235","","","","","","","","","","","","","",""
"","","(08380) 서울특별시 구로구 디지털로31길 12 (구로동, 태평양물산) 별관동 2층 76호 넥스트데이","2","","1101116680303","03","","","","3.34.151.185","","","302-81-29673","1","3.37.111.94:443","https://mydata.alda.ai","I","","팀윙크","302-81-29673","ZVAAML0000","","",""
"","","","","","","","","","","","","","","","3.37.80.113:443","","","","","","","","",""
"","03","공공 마이데이터","","","","02","ZWAAAA0000","public","0","","","","","0","","","I","false","행정안전부","000-00-00000","PBAAVL0000","","",""
"","","(13487) 경기도 성남시 분당구 판교로 264 (삼평동, sk플래닛판교사옥) skpmydata","1","","1101114699794","03","","","","222.239.209.84","","","110111-4699794","4","203.235.201.91:443","https://mds.skp-mydata.co.kr","I","","에스케이플래닛(주)","104-86-36968","ZVAABE0000","","",""
"","","","","","","","","","","222.239.209.87","","","","","","","","","","","","","",""
"","","","","","","","","","","222.239.209.86","","","","","","","","","","","","","",""
"","","","","","","","","","","222.239.209.85","","","","","","","","","","","","","",""
"","","(04513) 서울특별시 중구 세종대로 55 (태평로2가, 부영태평빌딩) 15층 신한은행 플랫폼인증사업실","1","","1101110012809","06","","","","59.7.252.21","","","202-81-02637","1","59.7.252.21:443","https://shinhansign.shinhan.com","I","","신한은행","202-81-02637","ZYAAER0000","","",""
"","","(07228) 서울특별시 영등포구 영신로 220 (영등포동8가, KnK디지털타워) 19층, 쿠콘","1","","1101113579947","03","","","","183.111.151.236","","","107-86-85702","1","183.111.151.236:8443","https://chkplugin.coocon.net:8443","I","","쿠콘","107-86-85702","ZVAAKF0000","","",""
"","","(07335) 서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 파크원타워1 43층","2","","1101114905349","06","","","","15.165.167.4","","","105-87-73978","2","15.165.211.46:443","https://mydatacert.banksalad.com","I","","주식회사 뱅크샐러드","105-87-73978","ZYAABN0000","","",""
"","","","","","","","","","","52.78.19.212","","","","","3.36.188.205:443","","","","","","","","",""
"","03","공공 마이데이터","","","","02","ZWAAAA0000","public","0","","","","","0","","","I","false","국세청","000-00-00000","PBAAVJ0000","","",""
"","","(13487) 경기도 성남시 분당구 판교로 242 (삼평동) 판교디지털센터 c동 5층","1","","1101111727332","05","","","","211.35.96.16","1.2.410.200004.5.2.1.2_1.2.410.200004.5.2.1.7.1","KICA","","1","211.35.96.16:9190","http://ucpid.signgate.com:9190","I","","한국정보인증주식회사","110-81-41568","ZXAACA0000","","",""
"","","(04632) 서울특별시 중구 소공로 51 (회현동1가, (주)우리은행본점)","1","","1101110023393","06","","","","118.218.194.252","","","201-81-02819","1","118.218.194.252:433","https://api.wooribank.com/wpom","I","","우리은행","201-81-02819","ZYAAEM0000","","",""
"","","(13487) 경기도 성남시 분당구 대왕판교로645번길 16 (삼평동, NHN) 플레이뮤지엄","1","","1311110478262","06","","","","103.194.111.14","","","563-81-00723","2","45.125.235.200:443","https://ca-mydata.payco.com","I","","엔에이치엔페이코 주식회사","563-81-00723","ZYAAIE0000","","",""
"","","","","","","","","","","103.194.111.6","","","","","","","","","","","","","",""
"","","(04527) 서울특별시 중구 세종대로 14 (남대문로5가, 그랜드센트럴(GRANDCENTRAL)) A동","1","","1101110995378","03","","","","115.91.194.146","","","116-81-36248","4","115.91.194.160:9443","https://myasset.hyundaicapital.com:9443","I","","현대캐피탈 주식회사","116-81-36248","ZVAADE0000","","",""
"","","","","","","","","","","115.91.194.160","","","","","","","","","","","","","",""
"","","","","","","","","","","115.91.194.148","","","","","","","","","","","","","",""
"","","","","","","","","","","115.91.194.147","","","","","","","","","","","","","",""
"","","(06142) 서울특별시 강남구 테헤란로 231 (역삼동, 센터필드) 센터필드 WEST 19층","1","","1101115205368","03","","","","121.156.99.130","","","110111-5205368","2","121.156.99.142:7443","https://api.dco.com:7443","I","","디셈버앤컴퍼니자산운용","120-88-01714","ZVAADW0000","","",""
"","","","","","","","","","","121.156.99.145","","","","","","","","","","","","","",""
"","","(04538) 서울특별시 중구 명동11길 19 (명동1가, 전국은행연합회)","1","","1103210046184","04","","","","210.216.219.20","","","174-82-00063","1","210.216.219.20:8443","https://api.mydatacenter.or.kr:8443","I","","한국신용정보원","174-82-00063","ZWAAAA0000","","",""
"","","(16488) 경기도 수원시 팔달구 효원로 295 (인계동)","3","","1301110013499","03","","","","220.85.44.147","","","130111-0013499","3","220.85.44.147:7443","https://mydata.kbcapital.co.kr:7443","I","","KB캐피탈","124-81-25121","ZVAADZ0000","","",""
"","","","","","","","","","","220.85.44.149","","","","","220.85.44.149:7443","","","","","","","","",""
"","","","","","","","","","","220.85.44.148","","","","","220.85.44.148:7443","","","","","","","","",""
"","03","공공 마이데이터","","","","02","ZWAAAA0000","public","0","","","","","0","","","I","false","관세청","000-00-00000","PBAAVK0000","","",""
"","","(08380) 서울특별시 구로구 디지털로31길 12 (구로동, 태평양물산) 12층 1204호","3","","1101112062167","03","","","","175.113.196.106","","","119-81-41677","4","211.172.145.80:7443","https://u-planner.co.kr:7443","I","","유비벨록스(주)","119-81-41677","ZVAAWH0000","","",""
"","","","","","","","","","","211.32.155.69","","","","","211.32.155.91:7443","","","","","","","","",""
"","","","","","","","","","","211.32.155.68","","","","","211.32.155.76:7443","","","","","","","","",""
"","","","","","","","","","","211.172.144.150","","","","","","","","","","","","","",""
"","","(07329) 서울특별시 영등포구 여의나루로 76 (여의도동, 한국거래소)","1","","1101110219471","05","","","","210.207.195.142","1.2.410.200004.5.1.1.5_1.2.410.200004.5.1.1.9","SignKorea","","5","210.207.195.13:8078","","I","","(주)코스콤","116-81-02919","ZXAACP0000","","",""
"","","","","","","","","","","211.175.81.101","","","","","","","","","","","","","",""
"","","","","","","","","","","210.207.195.91","","","","","","","","","","","","","",""
"","","","","","","","","","","210.207.195.49","","","","","","","","","","","","","",""
"","","","","","","","","","","210.207.195.25","","","","","","","","","","","","","",""
"","","(04523) 서울특별시 중구 을지로 35 (을지로1가, (주)하나은행본점) 마이데이터사업","1","","1101110672538","03","","","","61.36.255.23","","","110111-0672538","1","61.36.255.23:443","https://mdapiegw.hanabank.com","I","","주식회사 하나은행","202-81-14695","ZVAAES0000","","",""
"","","(04514) 서울특별시 중구 세종대로 67 (태평로2가, 삼성카드) 22층","1","","1101110346901","03","","","","123.37.12.4","","","110111-0346901","1","123.37.12.55:443","https://mydata.samsungcard.com","I","","삼성카드주식회사","202-81-45602","ZVAAEV0000","","",""
"","","(06142) 서울특별시 강남구 테헤란로 223 (역삼동, 큰길타워빌딩) 5층","2","","1101114178491","03","","","","211.188.100.104","","","113-86-32627","8","101.79.68.16:443","https://api.finpong.com","I","","주식회사 헥토데이터","113-86-32627","ZVAAXS0000","","",""
"","","","","","","","","","","221.142.61.6","","","","","211.188.100.123:443","","","","","","","","",""
"","","","","","","","","","","219.251.80.90","","","","","","","","","","","","","",""
"","","","","","","","","","","211.245.172.130","","","","","","","","","","","","","",""
"","","","","","","","","","","211.188.101.75","","","","","","","","","","","","","",""
"","","","","","","","","","","211.188.101.70","","","","","","","","","","","","","",""
"","","","","","","","","","","211.188.100.113","","","","","","","","","","","","","",""
"","","","","","","","","","","211.188.100.105","","","","","","","","","","","","","",""
"","","(61470) 광주광역시 동구 제봉로 225 (대인동, 광주은행본점빌딩) 11층 디지털플랫폼부","1","","2001110396882","03","","","","211.181.107.51","","","200111-0396882","1","211.181.107.50:1443","https://myd.kjbank.com:1443","I","","(주)광주은행","408-86-08817","ZVAAMW0000","","",""
"","","(04522) 서울특별시 중구 남대문로9길 40 (다동, 센터플레이스(CenterPlace)) 22층","3","","1101116157823","03","","","","211.110.227.149","","","299-81-00502","3","211.110.227.150:443","https://mfe.finnq.com","I","","주식회사 핀크(Finnq inc.)","299-81-00502","ZVAAJI0000","","",""
"","","","","","","","","","","211.110.227.47","","","","","211.110.227.49:443","","","","","","","","",""
"","","","","","","","","","","211.110.227.46","","","","","211.110.227.48:443","","","","","","","","",""
"","","(63309) 제주특별자치도 제주시 첨단로 242 (영평동) 1층","2","","1101111129497","06","","","","121.53.105.215","","","120-81-47521","3","121.53.105.215:443","https://mydata-cert.kakao.com","I","","카카오","120-81-47521","ZYAAPC0000","","",""
"","","","","","","","","","","211.249.203.179","","","","","211.249.221.168:443","","","","","","","","",""
"","","","","","","","","","","211.249.203.115","","","","","","","","","","","","","",""
"","","(06236) 서울특별시 강남구 테헤란로 142 (역삼동, 캐피탈타워) 12층 토스","2","","1101115119080","06","","","","117.52.3.17","","","110111-5119080","4","117.52.3.221:443","https://mydata.cert.toss.im","I","","비바리퍼블리카","120-88-01280","ZYAADV0000","","",""
"","","","","","","","","","","211.115.96.18","","","","","211.115.96.221:443","","","","","","","","",""
"","","","","","","","","","","211.115.96.17","","","","","","","","","","","","","",""
"","","","","","","","","","","117.52.3.18","","","","","","","","","","","","","",""
"","","(07237) 서울특별시 영등포구 의사당대로 3 (여의도동, 현대카드) 현대카드","1","","1101110377203","03","","","","61.40.236.123","","","213-86-15419","6","61.40.236.123:9443","https://myasset.hyundaicard.com:9443","I","","현대카드","213-86-15419","ZVAAFO0000","","",""
"","","","","","","","","","","61.40.236.139","","","","","","","","","","","","","",""
"","","","","","","","","","","61.40.236.138","","","","","","","","","","","","","",""
"","","","","","","","","","","61.40.236.137","","","","","","","","","","","","","",""
"","","","","","","","","","","61.40.236.136","","","","","","","","","","","","","",""
"","","","","","","","","","","61.40.236.134","","","","","","","","","","","","","",""
"","","(04389) 서울특별시 용산구 한강대로 32 (한강로3가, 엘지유플러스) 엘지유플러스 본사","2","","1101111296676","03","","","","43.200.37.176","","","110111-1296676","2","3.37.93.80:9443","https://mydataapi.lguplus.com:9443","I","","엘지유플러스","220-81-39938","ZVAAGI0000","","",""
"","","","","","","","","","","52.78.98.210","","","","","43.200.34.18:9443","","","","","","","","",""
"","","(54931) 전라북도 전주시 덕진구 백제대로 566 (금암동, 전북은행빌딩) 전북은행빌딩","1","","2101110000043","03","","","","121.186.80.156","","","210111-0000043","3","121.186.80.156:18443","https://myd.jbbank.co.kr:18443","I","","전북은행","418-81-07090","ZVAAHP0000","","",""
"","","","","","","","","","","121.186.80.158","","","","","","","","","","","","","",""
"","","","","","","","","","","121.186.80.157","","","","","","","","","","","","","",""
"","","(07330) 서울특별시 영등포구 여의나루로4길 21 (여의도동, 코스콤본사) 6층","6","","1311110542059","03","","","","103.244.111.122","","","536-86-01346","6","103.244.111.122:7443","https://api.finset.io:7443","I","","주식회사 깃플","536-86-01346","ZVAAIB0000","","",""
"","","","","","","","","","","221.168.38.140","","","","","221.168.38.140:7443","","","","","","","","",""
"","","","","","","","","","","221.168.37.235","","","","","221.168.37.235:7443","","","","","","","","",""
"","","","","","","","","","","221.168.37.215","","","","","221.168.37.215:7443","","","","","","","","",""
"","","","","","","","","","","221.168.37.196","","","","","221.168.37.196:7443","","","","","","","","",""
"","","","","","","","","","","103.244.111.13","","","","","103.244.111.13:7443","","","","","","","","",""
"","","(04538) 서울특별시 중구 을지로 66 (을지로2가, 하나금융그룹명동사옥)","1","","1101115505354","03","","","","183.109.29.48","","","104-86-56659","3","183.109.29.50:6528","https://prd-mydata-s.hanacard.co.kr:6528","I","","하나카드","104-86-56659","ZVAABJ0000","","",""
"","","","","","","","","","","183.109.29.50","","","","","","","","","","","","","",""
"","","","","","","","","","","183.109.29.49","","","","","","","","","","","","","",""
"","","(04538) 서울특별시 중구 명동11길 19","1","","1103210046184","07","","","","210.216.219.20","","","174-82-00063","1","210.216.219.20:443","https://api.mydatacenter.or.kr:7443","I","true","종합포털","174-82-00063","ZZAAAA0000","","",""
"","","(07325) 서울특별시 영등포구 여의대로 70 (여의도동, 신한금융투자타워)","2","","1101110143448","03","","","","3.38.62.72","","","110111-0143448","2","3.38.8.200:443","https://mdp.shinhansec.com","I","","신한투자증권(주)","116-81-36684","ZVAADF0000","","",""
"","","","","","","","","","","43.200.31.203","","","","","43.200.24.170:443","","","","","","","","",""
"","","(07237) 서울특별시 영등포구 은행로 17 (여의도동, 나이스1사옥) 나이스1사옥","1","","1101110393283","03","","","","121.162.155.250","","","116-81-15020","1","121.162.155.91:22001","http://svc.niceapi.co.kr:22001/digital/mydata/api/V1.0","I","","나이스평가정보(주)","116-81-15020","ZVAACW0000","","",""
"","","(07321) 서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩)","1","","1101110168769","03","","","","13.209.192.164","","","116-81-04504","8","210.107.75.24:18443","https://mydatagw.koreainvestment.com:18443","I","","한국투자증권 (주)","116-81-04504","ZVAACT0000","","",""
"","","","","","","","","","","43.202.15.198","","","","","","","","","","","","","",""
"","","","","","","","","","","3.37.98.182","","","","","","","","","","","","","",""
"","","","","","","","","","","3.37.109.119","","","","","","","","","","","","","",""
"","","","","","","","","","","210.107.75.26","","","","","","","","","","","","","",""
"","","","","","","","","","","210.107.75.25","","","","","","","","","","","","","",""
"","","","","","","","","","","210.107.75.24","","","","","","","","","","","","","",""
"","","","","","","","","","","15.165.214.159","","","","","","","","","","","","","",""
"","","(13556) 경기도 성남시 분당구 정자일로213번길 9 (정자동, 금융결제원분당센터) 금융인증센터","1","","1101210010414","05","","","","203.233.91.168","1.2.410.200005.1.1.1_1.2.410.200005.1.1.4_1.2.410.200005.1.1.4.1_1.2.410.200005.1.1.4.2_1.2.410.200005.1.1.4.3_1.2.410.200005.1.1.4.4_1.2.410.200005.1.1.4.5_1.2.410.200005.1.1.4.6_1.2.410.200005.1.1.4.7_1.2.410.200005.1.1.1.10","yessign","","1","203.233.91.21:4831","https://openapi-mydata.kftc.or.kr","I","","사단법인 금융결제원","129-82-08745","ZXAAEA0000","","",""
